Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Female,Yes,1,Not Graduate,Yes,22980,3291,399,180,1,Rural,Y
Male,No,1,Graduate,No,2017,4060,280,300,0,Semiurban,N
Male,No,2,Not Graduate,Yes,13064,11608,157,240,1,Rural,Y
Male,No,3,Not Graduate,No,16840,14424,255,84,1,Urban,Y
Male,No,3,Not Graduate,Yes,4922,12387,157,300,0,Urban,N
Female,Yes,2,Graduate,Yes,4701,4449,333,360,0,Rural,N
Female,Yes,2,Graduate,No,6240,1008,456,300,0,Semiurban,N
Male,Yes,1,Not Graduate,Yes,14615,8007,495,84,1,Semiurban,Y
Male,No,2,Graduate,No,14419,14456,144,180,0,Urban,Y
Female,No,3,Not Graduate,Yes,11116,11860,87,300,0,Semiurban,Y
Male,No,0,Not Graduate,Yes,23301,10136,418,180,0,Rural,Y
Female,No,2,Graduate,Yes,22377,10971,359,84,1,Urban,Y
Female,No,3,Not Graduate,No,16199,10698,71,120,0,Urban,Y
Male,No,0,Not Graduate,Yes,2275,11686,219,240,0,Rural,N
Male,No,0,Not Graduate,No,12586,1666,194,360,1,Urban,Y
Female,No,0,Not Graduate,Yes,9789,10541,347,120,0,Rural,N
Female,Yes,2,Not Graduate,Yes,3320,8741,62,360,1,Urban,Y
Male,No,2,Graduate,Yes,15364,11749,329,120,1,Rural,Y
Female,No,3,Graduate,No,22355,14828,114,360,1,Semiurban,Y
Female,Yes,3,Not Graduate,No,17589,3432,454,360,0,Rural,N
Male,Yes,1,Graduate,No,4364,10787,419,360,0,Urban,N
Female,No,2,Graduate,No,9263,2865,196,300,0,Rural,N
Female,Yes,0,Graduate,No,6376,4607,275,240,0,Urban,N
Male,No,0,Graduate,Yes,8608,5273,350,300,0,Semiurban,N
Female,Yes,0,Graduate,Yes,13944,4565,185,240,1,Semiurban,Y
Female,Yes,3,Not Graduate,No,17259,5705,491,360,1,Semiurban,Y
Female,Yes,2,Not Graduate,No,19171,3093,323,240,1,Rural,Y
Female,Yes,0,Graduate,No,19872,6793,117,84,1,Rural,Y
Female,Yes,1,Graduate,No,4382,8037,427,240,0,Semiurban,N
Male,Yes,1,Graduate,No,16621,14866,59,120,0,Urban,Y
Male,Yes,3,Not Graduate,No,21013,1540,73,360,0,Urban,N
Male,No,1,Not Graduate,Yes,10509,1273,395,84,0,Rural,N
Female,No,3,Not Graduate,No,8171,3233,195,180,0,Rural,N
Female,No,1,Not Graduate,Yes,12067,12774,256,300,1,Urban,Y
Male,No,3,Not Graduate,Yes,19163,13353,345,360,0,Urban,Y
Female,Yes,2,Not Graduate,Yes,14409,10067,444,300,0,Semiurban,N
Male,Yes,2,Graduate,Yes,16134,13658,183,180,0,Urban,Y
Female,Yes,2,Graduate,No,4244,6589,51,180,1,Semiurban,N
Female,Yes,3,Graduate,No,20574,7657,438,120,0,Semiurban,N
Male,No,3,Not Graduate,Yes,14068,5453,459,360,0,Semiurban,N
Female,No,1,Graduate,No,5839,4075,359,300,0,Rural,N
Male,No,1,Graduate,Yes,5261,9347,206,300,1,Semiurban,N
Male,No,0,Graduate,Yes,6863,775,287,300,1,Semiurban,N
Male,No,3,Graduate,No,11956,12400,93,180,1,Rural,Y
Female,No,1,Graduate,No,6977,3684,253,84,0,Urban,N
Female,Yes,1,Graduate,No,22293,13521,463,180,1,Semiurban,Y
Female,No,0,Not Graduate,Yes,17282,10320,353,300,1,Urban,Y
Male,Yes,0,Not Graduate,No,2301,10475,165,84,1,Rural,Y
Male,No,3,Graduate,Yes,21657,1975,227,300,1,Urban,Y
Female,Yes,1,Graduate,Yes,12438,7673,358,360,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,17766,13031,127,84,0,Urban,Y
Male,Yes,1,Not Graduate,Yes,5789,12735,254,240,1,Urban,Y
Male,Yes,3,Not Graduate,Yes,16090,5493,359,180,1,Rural,Y
Female,Yes,1,Not Graduate,No,23811,5781,144,84,1,Rural,Y
Female,Yes,3,Graduate,Yes,4015,9760,308,360,0,Rural,N
Male,No,2,Graduate,No,15669,13252,91,180,0,Urban,Y
Male,No,0,Graduate,Yes,2637,5408,207,360,1,Semiurban,N
Male,Yes,2,Not Graduate,Yes,8420,2718,372,84,0,Urban,N
Female,Yes,0,Not Graduate,Yes,11973,13879,260,240,0,Semiurban,N
Female,Yes,2,Not Graduate,Yes,18809,3140,462,240,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,12064,4692,417,360,1,Urban,N
Male,Yes,0,Not Graduate,No,15487,5129,71,120,0,Rural,N
Male,Yes,3,Not Graduate,No,3258,34,160,360,1,Urban,N
Male,Yes,0,Graduate,Yes,18451,2286,180,120,1,Urban,Y
Male,Yes,2,Not Graduate,Yes,24993,6409,335,300,0,Rural,Y
Female,Yes,2,Not Graduate,No,24026,4196,392,360,1,Rural,Y
Male,No,0,Graduate,Yes,8232,4153,84,84,0,Urban,N
Male,No,1,Graduate,No,2936,10870,224,120,1,Urban,N
Male,No,3,Not Graduate,No,24827,1157,377,240,1,Urban,Y
Female,Yes,1,Graduate,Yes,4012,1987,497,180,1,Semiurban,N
Male,Yes,1,Not Graduate,No,22614,12319,446,84,1,Rural,Y
Female,Yes,2,Graduate,Yes,3739,7460,368,240,1,Semiurban,N
Male,Yes,0,Graduate,No,6258,8461,94,120,0,Urban,N
Female,Yes,0,Not Graduate,No,23740,8954,329,360,0,Rural,Y
Female,No,3,Not Graduate,No,18284,11915,352,360,1,Urban,Y
Male,Yes,0,Not Graduate,No,6780,9541,124,120,1,Semiurban,Y
Male,No,0,Graduate,No,7426,12661,465,120,1,Rural,Y
Female,No,3,Graduate,No,19510,450,424,240,0,Semiurban,N
Female,No,0,Graduate,Yes,11381,2658,372,180,0,Rural,N
Male,Yes,0,Not Graduate,Yes,14445,9003,396,84,1,Urban,Y
Female,No,1,Graduate,Yes,9871,9845,327,300,1,Urban,Y
Female,No,0,Not Graduate,No,23353,6452,149,120,1,Semiurban,Y
Female,Yes,3,Graduate,No,18808,891,426,84,1,Semiurban,Y
Female,No,0,Not Graduate,Yes,21804,2027,494,240,1,Urban,Y
Female,No,3,Graduate,No,2099,6779,134,360,1,Semiurban,N
Male,Yes,2,Not Graduate,No,12835,9520,140,84,1,Rural,Y
Female,Yes,0,Graduate,No,17212,2637,329,180,0,Semiurban,N
Female,Yes,3,Not Graduate,Yes,18107,13793,104,84,1,Urban,Y
Female,Yes,1,Not Graduate,Yes,14650,184,145,180,0,Semiurban,N
Female,Yes,0,Graduate,Yes,12766,7910,304,84,1,Semiurban,Y
Female,Yes,3,Not Graduate,Yes,20377,13669,463,360,0,Semiurban,Y
Female,Yes,0,Not Graduate,Yes,12606,8174,471,180,0,Urban,N
Male,Yes,1,Graduate,Yes,18722,1103,223,120,1,Semiurban,Y
Female,No,0,Not Graduate,Yes,10913,3627,111,300,1,Urban,Y
Female,No,3,Not Graduate,Yes,14048,3899,437,84,1,Semiurban,Y
Male,Yes,0,Graduate,No,23424,3814,342,300,1,Urban,Y
Female,No,2,Not Graduate,Yes,10209,13346,299,360,1,Semiurban,Y
Female,No,3,Graduate,No,22075,5046,194,240,0,Urban,Y
Male,No,0,Graduate,No,1614,11737,491,120,0,Urban,N
Male,Yes,3,Not Graduate,No,19930,12336,207,180,0,Rural,Y
Female,No,1,Not Graduate,Yes,12282,192,493,360,0,Rural,N
Male,No,2,Graduate,Yes,17035,6672,59,300,1,Rural,Y
Male,No,2,Not Graduate,Yes,6474,9135,340,84,1,Semiurban,N
Female,No,0,Not Graduate,No,10366,8003,250,300,1,Rural,Y
Female,Yes,2,Not Graduate,Yes,6295,13464,160,84,1,Rural,Y
Male,Yes,3,Graduate,Yes,5741,8705,87,180,0,Semiurban,N
Male,No,1,Not Graduate,No,8468,8796,53,180,1,Semiurban,Y
Female,No,0,Not Graduate,Yes,24794,14734,358,240,1,Rural,Y
Female,No,3,Not Graduate,Yes,11947,4310,456,300,1,Rural,N
Male,Yes,0,Not Graduate,No,9228,4171,485,360,0,Rural,N
Male,No,2,Graduate,Yes,18197,11454,73,84,0,Rural,Y
Male,No,0,Graduate,Yes,4602,4103,448,180,1,Semiurban,N
Female,Yes,3,Not Graduate,No,6565,2834,421,300,1,Semiurban,N
Male,Yes,1,Graduate,No,10589,8681,427,120,1,Semiurban,Y
Female,Yes,3,Not Graduate,No,9573,9607,143,84,0,Rural,N
Male,No,0,Graduate,Yes,19549,6365,107,240,0,Rural,Y
Male,No,0,Not Graduate,Yes,10882,7390,134,240,1,Semiurban,Y
Male,Yes,2,Graduate,Yes,19076,13450,400,120,0,Semiurban,Y
Male,No,2,Graduate,No,21635,10710,91,360,1,Rural,Y
Female,No,1,Not Graduate,No,14266,4238,431,84,0,Rural,N
Female,Yes,2,Graduate,Yes,23675,2980,125,180,0,Urban,Y
Female,No,1,Not Graduate,No,4998,7411,206,84,1,Rural,N
Female,No,3,Graduate,No,16334,8854,491,120,0,Rural,N
Male,No,0,Graduate,Yes,7030,6632,190,300,0,Urban,N
Female,No,3,Not Graduate,Yes,13770,96,331,120,1,Rural,N
Male,No,1,Not Graduate,No,13768,6493,54,360,0,Urban,N
Female,No,1,Not Graduate,Yes,19393,11644,224,240,1,Semiurban,Y
Female,Yes,1,Not Graduate,No,19304,1960,347,300,1,Urban,Y
Female,No,0,Not Graduate,No,23681,8580,373,360,0,Semiurban,Y
Male,No,2,Not Graduate,No,2804,3259,481,180,1,Semiurban,N
Female,No,2,Graduate,Yes,19300,14942,127,180,1,Semiurban,Y
Male,No,1,Graduate,No,21888,14151,275,240,1,Semiurban,Y
Male,No,3,Graduate,Yes,16455,5892,272,300,1,Urban,Y
Female,Yes,3,Graduate,Yes,20094,13411,169,120,0,Urban,Y
Male,Yes,3,Graduate,No,14137,1490,327,84,1,Rural,N
Female,No,2,Not Graduate,No,7003,7912,374,180,1,Urban,N
Male,No,0,Graduate,No,6652,3329,254,180,1,Semiurban,N
Female,Yes,0,Not Graduate,No,14342,13154,120,84,1,Rural,Y
Male,Yes,1,Not Graduate,Yes,17225,2581,88,360,0,Rural,N
Male,No,2,Graduate,No,22305,11614,102,240,1,Urban,Y
Female,No,0,Not Graduate,No,4650,3576,359,360,0,Semiurban,N
Male,Yes,3,Not Graduate,Yes,12410,5758,299,300,0,Urban,N
Female,No,0,Not Graduate,No,18950,3907,357,180,0,Urban,N
Female,No,1,Graduate,No,15014,7077,212,180,0,Urban,N
Female,No,3,Graduate,Yes,3950,6064,126,360,1,Semiurban,N
Male,Yes,1,Not Graduate,Yes,1680,461,294,84,0,Urban,N
Male,No,0,Graduate,No,3473,6380,344,240,0,Semiurban,N
Female,No,2,Graduate,No,3740,3248,271,240,1,Rural,N
Female,Yes,3,Graduate,Yes,5389,8738,110,84,1,Rural,Y
Male,No,1,Graduate,No,12792,6894,130,240,1,Rural,Y
Male,Yes,1,Graduate,No,8413,8929,361,360,0,Urban,N
Male,Yes,2,Graduate,No,16865,1092,414,360,0,Rural,N
Female,Yes,0,Graduate,No,10527,9945,269,180,1,Urban,Y
Male,No,0,Not Graduate,No,6603,7808,262,300,0,Rural,N
Female,Yes,2,Not Graduate,No,17215,2575,214,360,1,Semiurban,Y
Female,No,2,Not Graduate,No,17443,11328,189,84,0,Urban,Y
Female,Yes,1,Not Graduate,Yes,18321,5947,298,300,0,Semiurban,N
Female,Yes,3,Graduate,No,11536,11115,426,120,1,Rural,Y
Female,Yes,2,Not Graduate,No,7260,836,110,360,0,Semiurban,N
Male,No,3,Graduate,Yes,4389,1540,151,84,0,Rural,N
Male,No,0,Graduate,No,23998,9547,127,120,0,Urban,Y
Female,Yes,0,Graduate,Yes,6764,8294,294,240,1,Semiurban,N
Male,No,0,Graduate,Yes,19654,6828,206,180,1,Semiurban,Y
Female,Yes,1,Graduate,Yes,9756,1844,294,360,1,Rural,N
Female,No,3,Not Graduate,No,23797,10527,282,84,0,Semiurban,Y
Male,Yes,1,Not Graduate,Yes,23699,13568,497,240,0,Urban,Y
Male,Yes,0,Not Graduate,No,13798,1481,210,84,1,Rural,N
Male,Yes,0,Graduate,No,17946,7687,231,240,1,Semiurban,Y
Male,No,2,Graduate,Yes,18761,1109,52,300,1,Semiurban,Y
Male,No,0,Graduate,No,2720,11829,247,300,0,Rural,N
Female,Yes,3,Graduate,No,1754,13766,138,240,1,Semiurban,Y
Male,Yes,1,Not Graduate,No,6392,14184,60,300,1,Rural,Y
Female,No,1,Graduate,No,2446,695,67,360,1,Urban,N
Female,No,1,Not Graduate,No,15988,12930,475,120,0,Rural,Y
Male,No,0,Not Graduate,No,20446,7023,385,120,1,Urban,Y
Female,No,3,Graduate,No,3921,11420,160,360,0,Urban,N
Male,Yes,0,Graduate,Yes,11036,13505,303,180,1,Semiurban,Y
Male,No,3,Not Graduate,Yes,22431,10612,448,240,1,Semiurban,Y
Male,No,2,Not Graduate,No,23128,13528,470,84,0,Rural,Y
Female,Yes,3,Not Graduate,Yes,6114,2057,315,300,1,Urban,N
Female,No,0,Not Graduate,Yes,15223,1053,179,360,0,Urban,N
Female,Yes,2,Not Graduate,No,18908,6717,316,240,0,Semiurban,N
Female,No,0,Not Graduate,No,13500,75,208,120,1,Urban,N
Female,No,0,Graduate,No,5752,7523,115,84,1,Urban,Y
Male,No,2,Graduate,No,21268,8790,93,240,0,Rural,Y
Female,No,0,Not Graduate,No,23220,14079,203,240,1,Semiurban,Y
Female,Yes,0,Graduate,No,6653,801,320,120,1,Semiurban,N
Female,No,2,Not Graduate,No,13009,8571,378,180,1,Rural,Y
Female,No,0,Graduate,Yes,18742,7923,495,84,1,Rural,Y
Male,Yes,2,Graduate,No,3759,7075,202,84,0,Urban,N
Male,Yes,3,Graduate,Yes,5733,12990,147,84,1,Rural,Y
Female,No,0,Graduate,No,17374,4410,474,360,1,Semiurban,Y
Male,Yes,3,Graduate,No,3043,1384,241,300,1,Rural,N
Male,Yes,2,Graduate,No,18659,14243,464,120,0,Semiurban,Y
Female,No,2,Not Graduate,Yes,21358,11870,499,84,1,Urban,Y
Female,No,3,Graduate,No,7160,14450,433,120,1,Rural,Y
Female,No,1,Not Graduate,Yes,20345,2626,492,180,1,Semiurban,Y
Female,Yes,1,Not Graduate,Yes,16391,14459,302,240,1,Rural,Y
Male,No,0,Not Graduate,Yes,11706,14646,98,240,1,Semiurban,Y
Male,Yes,0,Graduate,Yes,14592,9138,174,300,1,Urban,Y
Male,No,3,Graduate,Yes,20444,2608,392,360,1,Rural,Y
Female,Yes,3,Graduate,Yes,9165,13227,84,84,1,Semiurban,Y
Male,No,0,Not Graduate,No,15150,13727,321,300,1,Rural,Y
Male,No,0,Not Graduate,No,11266,7965,86,120,0,Rural,N
Female,No,1,Graduate,Yes,19161,8380,466,240,0,Urban,N
Female,Yes,3,Not Graduate,No,16421,12973,149,84,0,Rural,Y
Male,Yes,1,Graduate,Yes,10161,8958,372,240,1,Semiurban,Y
Male,No,0,Not Graduate,Yes,13403,5839,215,180,1,Urban,Y
Male,No,1,Not Graduate,Yes,14905,13185,488,180,0,Semiurban,Y
Female,No,2,Graduate,No,19278,4015,180,240,1,Semiurban,Y
Male,Yes,1,Not Graduate,No,8602,3100,255,240,0,Urban,N
Male,No,0,Graduate,Yes,5653,9244,362,180,0,Urban,N
Female,No,0,Graduate,Yes,13713,5405,279,180,0,Rural,N
Male,No,1,Graduate,No,7661,12156,188,180,0,Semiurban,N
Male,Yes,2,Graduate,Yes,9825,873,450,360,0,Urban,N
Female,Yes,3,Graduate,Yes,21007,13291,110,120,1,Rural,Y
Male,No,1,Not Graduate,No,7996,654,92,240,0,Semiurban,N
Male,Yes,2,Not Graduate,Yes,11189,14308,393,180,1,Urban,Y
Female,Yes,0,Graduate,Yes,3802,8878,228,240,1,Rural,N
Male,Yes,2,Graduate,No,18720,2356,50,300,0,Urban,N
Male,No,1,Graduate,Yes,3569,14301,427,180,0,Urban,N
Female,No,1,Graduate,Yes,2795,10855,89,180,1,Semiurban,Y
Female,No,3,Graduate,No,4320,9229,126,180,0,Rural,N
Female,No,0,Graduate,No,8052,6381,455,360,1,Semiurban,N
Male,No,3,Not Graduate,Yes,23055,488,217,360,0,Urban,N
Female,Yes,1,Graduate,Yes,1898,1661,220,300,1,Rural,N
Male,Yes,3,Not Graduate,Yes,9010,2276,227,240,1,Rural,N
Female,Yes,0,Graduate,No,2466,1325,330,360,1,Semiurban,N
Male,Yes,2,Not Graduate,No,5097,7016,473,180,1,Rural,N
Male,Yes,3,Graduate,Yes,15140,11071,128,240,1,Rural,Y
Female,Yes,1,Not Graduate,No,24381,3210,202,180,0,Rural,N
Female,No,0,Graduate,Yes,2595,3077,456,120,1,Semiurban,N
Female,Yes,3,Not Graduate,Yes,20917,102,380,300,1,Urban,Y
Male,No,3,Graduate,No,9860,3201,111,300,0,Rural,N
Male,Yes,3,Graduate,Yes,18516,13274,129,180,0,Semiurban,Y
Male,No,0,Not Graduate,Yes,16982,12442,440,240,0,Urban,Y
Female,Yes,0,Not Graduate,Yes,10836,3683,158,300,1,Semiurban,Y
Female,Yes,0,Not Graduate,No,23338,6844,307,84,0,Semiurban,Y
Female,No,3,Graduate,Yes,17282,13878,63,120,1,Semiurban,Y
Female,No,0,Not Graduate,No,13182,2161,443,360,1,Semiurban,N
Female,No,1,Not Graduate,Yes,14202,167,486,300,1,Rural,N
Female,No,2,Not Graduate,No,17418,2244,231,300,0,Urban,N
Female,No,2,Graduate,No,23497,12326,119,360,0,Semiurban,Y
Male,Yes,2,Graduate,Yes,24092,4882,419,180,1,Semiurban,Y
Female,No,2,Graduate,No,23050,11452,425,360,1,Rural,Y
Female,No,0,Graduate,No,7725,10935,85,120,0,Urban,N
Male,Yes,0,Graduate,Yes,6587,7462,476,360,1,Semiurban,N
Female,No,1,Not Graduate,No,3676,3393,206,300,0,Rural,N
Female,No,1,Not Graduate,No,2667,6491,446,84,0,Rural,N
Male,Yes,3,Graduate,No,5032,8836,383,120,1,Semiurban,N
Male,Yes,2,Graduate,No,6293,10156,295,84,1,Urban,Y
Male,Yes,3,Not Graduate,Yes,14557,9109,103,180,1,Urban,Y
Female,No,1,Not Graduate,No,9414,9709,459,180,0,Semiurban,N
Male,No,3,Not Graduate,No,9810,7812,304,360,1,Rural,Y
Male,No,0,Not Graduate,No,14571,5273,239,300,1,Semiurban,Y
Male,No,2,Graduate,No,2326,8033,325,84,0,Rural,N
Male,No,3,Graduate,Yes,16710,7623,331,180,1,Semiurban,Y
Male,Yes,1,Graduate,Yes,2655,13006,257,360,1,Semiurban,Y
Female,No,3,Graduate,Yes,15811,13491,75,300,1,Semiurban,Y
Male,Yes,3,Not Graduate,No,6711,7114,72,300,1,Urban,Y
Male,No,0,Graduate,No,2163,2434,337,120,1,Urban,N
Female,Yes,3,Graduate,Yes,23674,7929,291,360,0,Semiurban,Y
Male,No,1,Not Graduate,Yes,8156,9008,168,240,1,Rural,Y
Female,No,2,Graduate,No,24503,13642,72,84,0,Semiurban,Y
Female,No,2,Not Graduate,Yes,15049,14266,293,180,1,Rural,Y
Female,Yes,1,Not Graduate,No,10181,6977,457,360,0,Semiurban,N
Male,No,3,Graduate,No,16757,12780,185,360,1,Rural,Y
Female,Yes,0,Graduate,No,3327,2099,436,120,1,Semiurban,N
Female,No,0,Not Graduate,No,13887,2168,307,360,0,Semiurban,N
Male,No,3,Graduate,Yes,4149,4994,291,240,1,Semiurban,N
Male,No,0,Not Graduate,No,11775,9673,178,300,1,Urban,Y
Male,Yes,0,Graduate,Yes,22775,9775,484,300,1,Urban,Y
Male,No,1,Graduate,Yes,12235,4962,447,300,0,Semiurban,N
Female,No,1,Not Graduate,Yes,19575,8579,139,84,0,Urban,Y
Female,No,1,Graduate,No,2985,10629,282,360,1,Urban,N
Female,No,1,Graduate,No,21979,7044,399,180,0,Rural,N
Male,Yes,2,Not Graduate,Yes,20682,7652,187,180,0,Semiurban,Y
Female,No,1,Graduate,No,16885,14085,311,240,1,Urban,Y
Male,No,2,Not Graduate,No,13540,1899,423,84,0,Urban,N
Female,Yes,2,Graduate,No,7656,11628,331,120,1,Urban,Y
Male,Yes,3,Not Graduate,Yes,23985,12843,363,240,0,Semiurban,Y
Male,No,3,Graduate,No,19274,9744,353,180,1,Urban,Y
Female,No,3,Not Graduate,No,23015,7428,299,120,1,Semiurban,Y
Male,No,1,Not Graduate,Yes,17144,8752,171,180,0,Semiurban,Y
Female,Yes,1,Graduate,No,16110,7715,204,360,1,Rural,Y
Female,No,3,Not Graduate,Yes,15871,1519,444,360,0,Urban,N
Male,Yes,0,Graduate,No,3373,3133,320,84,0,Semiurban,N
Female,Yes,2,Graduate,No,1990,3353,244,240,1,Urban,N
Male,No,0,Graduate,Yes,17312,5091,108,360,1,Urban,Y
Female,Yes,1,Graduate,Yes,13328,14923,86,300,0,Rural,Y
Female,Yes,0,Not Graduate,Yes,1686,11655,74,120,0,Urban,N
Female,Yes,0,Graduate,Yes,3867,7953,224,300,0,Rural,N
Female,Yes,1,Graduate,Yes,15117,11338,300,240,1,Rural,Y
Male,Yes,2,Graduate,Yes,4600,3665,292,300,0,Urban,N
Male,Yes,1,Graduate,Yes,22784,654,233,84,0,Semiurban,N
Female,Yes,3,Graduate,Yes,21513,5829,477,180,0,Urban,N
Female,Yes,3,Graduate,No,22636,8178,54,180,0,Urban,Y
Female,Yes,1,Graduate,No,15739,3598,82,180,0,Urban,N
Female,Yes,1,Graduate,Yes,20534,13065,268,240,1,Semiurban,Y
Male,No,0,Not Graduate,Yes,22338,5378,491,120,1,Urban,Y
Female,Yes,3,Not Graduate,Yes,1884,7957,323,240,1,Rural,N
Female,Yes,3,Not Graduate,Yes,6441,4556,364,360,0,Semiurban,N
Male,Yes,2,Not Graduate,No,19001,8468,391,300,1,Rural,Y
Female,No,1,Not Graduate,No,3251,9202,354,120,0,Semiurban,N
Female,Yes,0,Not Graduate,Yes,16021,8782,417,240,1,Semiurban,Y
Female,No,1,Not Graduate,Yes,2186,211,213,300,0,Rural,N
Male,Yes,1,Graduate,No,6479,4679,237,300,0,Semiurban,N
Male,No,3,Not Graduate,No,13387,12757,213,180,0,Urban,N
Male,No,3,Graduate,Yes,24464,12038,388,300,0,Rural,Y
Female,No,2,Not Graduate,No,20371,4611,395,240,0,Rural,N
Male,Yes,1,Not Graduate,No,21678,2448,470,300,1,Urban,Y
Male,No,3,Graduate,Yes,16168,9942,216,300,1,Semiurban,Y
Male,No,2,Not Graduate,Yes,7376,5117,214,180,0,Rural,N
Female,Yes,2,Graduate,No,12910,14136,418,84,1,Semiurban,Y
Male,No,3,Graduate,Yes,8094,12437,233,180,0,Rural,N
Male,Yes,0,Not Graduate,Yes,17641,7768,225,360,0,Rural,N
Male,Yes,0,Graduate,No,8601,125,68,180,1,Urban,N
Female,Yes,1,Not Graduate,No,12780,11231,263,84,0,Urban,N
Male,Yes,0,Graduate,No,2862,11062,325,180,0,Semiurban,N
Female,No,2,Not Graduate,No,10371,3173,350,360,1,Urban,N
Female,No,2,Graduate,No,24929,2760,418,360,1,Semiurban,Y
Male,Yes,1,Graduate,Yes,15248,6015,393,360,0,Urban,N
Male,No,3,Graduate,Yes,2164,10847,88,240,0,Semiurban,N
Female,Yes,0,Graduate,No,17890,854,259,120,1,Semiurban,Y
Female,No,0,Not Graduate,No,13307,11306,79,300,0,Semiurban,Y
Female,No,0,Graduate,Yes,15966,13521,279,300,0,Rural,Y
Female,No,2,Not Graduate,Yes,7570,6302,381,360,0,Urban,N
Female,Yes,0,Graduate,No,16606,13132,273,84,0,Urban,Y
Female,Yes,2,Graduate,No,22884,4094,317,180,1,Rural,Y
Male,Yes,0,Graduate,Yes,13017,2561,75,120,1,Urban,Y
Male,Yes,0,Graduate,No,7898,8450,438,300,0,Urban,N
Male,No,0,Graduate,Yes,18053,4282,465,84,0,Semiurban,N
Male,Yes,1,Not Graduate,Yes,11216,6304,308,180,0,Rural,N
Male,Yes,3,Graduate,No,23242,3078,98,84,1,Rural,Y
Male,Yes,2,Not Graduate,No,24697,395,237,84,0,Rural,N
Male,No,2,Not Graduate,Yes,23246,1077,78,180,1,Semiurban,Y
Female,Yes,0,Graduate,Yes,16224,12257,484,84,0,Semiurban,Y
Female,Yes,2,Graduate,No,22707,9831,368,120,1,Rural,Y
Female,No,0,Not Graduate,No,19826,730,111,120,1,Rural,Y
Male,Yes,3,Not Graduate,Yes,4111,11495,218,300,1,Semiurban,N
Male,No,1,Graduate,Yes,2045,4038,273,120,1,Urban,N
Female,Yes,1,Graduate,No,10030,4951,222,180,0,Semiurban,N
Male,No,1,Not Graduate,Yes,20210,14449,125,84,0,Rural,Y
Female,No,2,Graduate,Yes,18166,1448,360,360,1,Urban,Y
Female,Yes,2,Graduate,No,5155,2755,60,360,1,Semiurban,N
Female,Yes,1,Not Graduate,Yes,15150,12058,384,300,0,Rural,N
Female,No,0,Not Graduate,Yes,16245,10248,252,360,0,Rural,N
Female,No,3,Graduate,Yes,19044,11526,395,84,1,Urban,Y
Male,Yes,0,Graduate,Yes,15101,12898,458,240,1,Urban,Y
Male,Yes,2,Graduate,Yes,8745,12149,212,300,1,Semiurban,Y
Male,Yes,3,Graduate,No,9283,1053,252,180,0,Rural,N
Female,Yes,2,Graduate,No,6717,5247,203,360,0,Rural,N
Male,Yes,0,Graduate,No,16526,12113,407,360,1,Urban,Y
Male,Yes,3,Graduate,No,18367,12101,119,84,0,Rural,Y
Male,No,1,Graduate,Yes,24633,10736,246,240,0,Urban,Y
Female,No,0,Not Graduate,No,11570,10554,459,300,0,Urban,N
Male,Yes,2,Graduate,No,24395,13386,337,180,0,Urban,Y
Male,No,0,Graduate,No,19938,11125,474,240,1,Urban,Y
Male,No,1,Graduate,Yes,17003,11041,313,300,0,Urban,N
Male,Yes,2,Not Graduate,No,4390,10134,266,180,0,Urban,N
Male,Yes,2,Not Graduate,Yes,16886,9112,62,120,0,Urban,Y
Female,Yes,0,Graduate,No,15878,12446,193,240,0,Semiurban,Y
Male,No,0,Graduate,No,22579,3147,269,84,0,Urban,N
Male,Yes,2,Not Graduate,No,1504,10662,233,240,1,Rural,N
Male,No,0,Graduate,No,16845,8897,147,300,1,Semiurban,Y
Male,No,1,Graduate,Yes,10479,12442,142,360,1,Rural,Y
Male,Yes,0,Not Graduate,No,19104,10143,250,360,1,Urban,Y
Female,Yes,3,Not Graduate,Yes,9574,10749,381,180,0,Rural,N
Female,Yes,3,Graduate,Yes,9667,9218,456,180,1,Urban,Y
Female,Yes,3,Not Graduate,Yes,12951,13556,178,120,1,Urban,Y
Female,No,3,Not Graduate,No,6477,7376,210,240,1,Semiurban,N
Female,Yes,2,Graduate,Yes,22720,2683,449,84,1,Rural,Y
Female,Yes,0,Graduate,Yes,15879,5426,50,240,1,Semiurban,Y
Female,No,1,Graduate,Yes,14678,6576,305,120,0,Semiurban,N
Male,No,1,Not Graduate,No,15035,1623,375,360,1,Urban,N
Male,No,1,Graduate,No,16605,5965,320,84,1,Rural,Y
Male,Yes,0,Graduate,Yes,21838,13095,337,300,0,Rural,Y
Male,Yes,1,Graduate,Yes,17642,13124,283,84,0,Rural,Y
Male,No,0,Not Graduate,Yes,17781,3740,472,240,0,Semiurban,N
Male,No,3,Not Graduate,No,2850,8294,471,300,0,Rural,N
Male,No,0,Graduate,No,16052,9630,405,300,1,Urban,Y
Female,Yes,0,Not Graduate,No,20696,7845,336,300,0,Urban,N
Male,No,0,Not Graduate,Yes,8740,8630,407,300,0,Semiurban,N
Female,Yes,1,Graduate,No,16337,2220,339,84,1,Urban,Y
Female,No,2,Not Graduate,Yes,11045,5959,173,120,1,Semiurban,Y
Male,Yes,1,Graduate,No,10493,9144,467,300,0,Rural,N
